Kipot,Sikip ng kasuotan o daanan.,Sikip,Nakipet,Ang kipot sa daan.,Ka sikip sa dalan.,Nakipet adiay dalan.
Kisap,"Kurap, kindat.",Pamisok,Kirem,Nagkisap siya.,Nagpamisok sya.,Nagkirem isuna.
Kisig,"Kiyas, gilas, tikas, ganda ng kasuotan.",Maisog,Natangken,Ang kisig nyang tignan.,Ka maisog sa iya lantawon.,Natangken isuna kitan.
Kiskis,Makina na gumigiling ng palay para maging bigas.,Kuskus,ridirid,Nagpakiskis kami.,Nagpakuskos kami.,Nagparidrid kami.
Kita,"Sahod, suweldo, ganansiya, pakinabang.",Ibunyag,Pasimudang,Ang laki ng ating kita sa tindahan.,Kadako sang ibunyag sang atun tyangi.,Nagdakkel iti pasimudang tayo iddiay tindaan.
Kitid,"Kipot, masikip.",Makited,Akikid,Ang kitid ng pag-iisip mo.,Makitid ya pag hinupgop mo.,Nag-akikid ata panunot mo.
Klase,Lipon ng mga batang magkasama.,Klase,Klase,Nasa klase ang mga bata.,Nasa klase ya kabtaan.,Aradiay klase da agidiay ububbing.
Klima,Panahon.,Klima,Klima,Dalawa ang uri ng klima.,Dalawa ka klase ya klima.,Duwa klase iti klima.
Komang,"Pingkol, singkol.",Pingkol,Singkol,Komang ang kamay ng kuya niya.,Pingkol ang kamot ka utod ko.,Singkol iti ima ni manong na.
Komedyante,Komikero o nagpapatawa.,Komiko,Komediante,Si vice ay isang komedyante.,Komiko si vice.,Ni Vice kit maysa nga komediante.
Kompleto,"Walang bawas, walang putol.",Kumpleto,Kompleto,Kompleto ang aming pamilya sa pasko.,Kumpleto ya amon pamilya sa pasko.,Kompleto iti pamilya mi nu pasko.
Komplikasyon,"Buo, ganap.",Palibog,Rigat,Siya ay may komplikasyon.,May ara sya palibog.,Isuna kit adda rigat na.
Kompromiso,Pangako.,Kasugtanan,Tulag,Nakipag-kompormiso siya sa akin.,Nag-kasugtanan sya sa akon./,Adda tulagan mi nga duwa.
Kongreso,"Lehislatura, batasang bayan.",Kongreso,Kongreso,Nagka gulo sa kongreso.,Naggamo sa kongreso.,Gemmulo adiay kongreso.
Konsiderasyon,"Pakundangan , pagtingin, paggalang.",Pasunaid,Konsiderasyon,Ang aming guro ay walang konsiderasyon.,Wala sang pasunaid ang amon maistro/maistra.,Awan konsiderasyon na adiay maestra mi.
Kontra,Laban sa.,Kontra,Kontra,Sila ay lumalaban kontra droga.,Nagabato sila kontra sa droga.,Lumablaban da kontra iti droga.
Koponan,Lipon ng manlalaro sa isang itim.,Kasakop,Timpuyog,Wagi ang koponan ng pilipinas.,Daug ang kasakop sang pilipinas.,Nangabak iti timpuyog iti Pilipinas.
Kopya,"Salin, sipi.",Huwaron,Tulad,Kopyahin mo ito,Huwaron  mo ni.,Tuladem daytoy
Kotse,"Awto, bagon, karo.",Kotse,Lugan,Ang gara ng kotse.,Kanami sang kotse.,Nagmayat adiay lugan.
Krimen,"Pagkakasala, kasalanan.",Sala,Krimen,Siya ay sangkot sa krimen.,Kasali sya sa may sala.,Kasali isuna iddiay krimen.
Krisis,Panahon ng kagipitan.,Krisis,Krisis,Krisis ngayon.,Krisis subong.,Krisis tatta.
Kuba,Usli ang buto sa likod o dibdib.,Boktot,Kubbo,Siya ay isang kuba.,"Isa sya ka boktot,",Kubbo isuna.
Kuha,"Tamo, kamit, tanggap, pulot, pitas.",Kuhaon,Alaen,Kuhanin niyo ang pako,Kuhaon  nyo ang pako.,Alaen yu adiay lansa
Kuko,Balat na matigas sa dulo ng daliri.,Kuko,Kuko,Sira ang aking mga kuko.,Guba ya akon mga kuko.,Napirde atoy kukok
Kulam,Gaway.,Kulam,Kulam,Siya ay na kulam.,Sya ay nakulam.,Nakulam isuna
Kulambo,Ginagamit ng mga tao para hindi makagat ng lamok.,Kulambo,Kulambo,Magkabit kana ng kulambo,Sab-it kana ka kulambo.,Agkabit ka iti kulambon
Kulang,"Kapos, dahop, di sapat.",Kulang,Kurang,Kulang ang pagkain.,Kulang ya pagkaon.,Kurang iti makan
Kulapol,Paglalagay ng bahid o dungis.,Maglatag,Rugitan,Kinolapulannila ang damit,Maglatag sanda ka bayo.,Nirugitan da adiay bado
Kuliglig,Isang uri nga hayop na maliit.,Sirum-sirum,Kuryat,Ang ingay ng kuliglig.,Kagahud ka sirum-sirum.,Natagari dagijay kuryat
Kulimlim,Malamlam na sikat ng araw dilim.,Madarauda,Naulep,Makulimlim ang langit,Madarauda ya langit.,Naulep iti langit
Kulo,"Bukasl, sukal, subo.",Kulo,Burek,Kumukulo ang tubig,Nagkulo ya tubig.,Agburburek adiay danom
Kulob,Pagtatakip o pagbabalot.,Takloban,Kaluban,Ikulob mo ang iyong ulo,Takloban mo ya imo ulo.,Kalubam ata ulom
Kulog,"Ugong, daundong, hugong.",Dalugdog,Gurood,Ang lakas ng kulog.,Kakusog ka dalugdog.,Napigsa ti gurrood
Kulubong,"Talukbong, pandong.",Pandong,Pandong,Ang kalubong nyay naiwan,Ya pandong ya nabilin.,Nabati jay pandong na
Kulubot,"Kunot, lukot.",Kurinot,Karetket,Kulubot ang ampalaya.,Kurinotb ya ampalaya.,Agkarkaretket adiay parya
Kumbento,Bahay-pare.,Kumbento,Kumbento,Ang mga pari ay nakatira sa kumbento.,Ya mga pari naka istar sa kumbento.,Agidiay pade ki aggiyagiyan da iddiay kumbento
Kumbidado,Pag-iimbeta sa oasyon.,Imbitado,Naembitaran,Kumbedado kayo sa kaarawan ko,Imbitado kamo sa  kaadlawan ko.,Iniembetaran kayo nga umay jay birthdayk
Kumot,Akin.,Habol,Ules,Ang kumot ay mahaba.,Malaba ya habol.,Atiddog adiay ules
Kumpisal,Nagsasabi ng kasalanan sa pari.,Kumpisal,Kumpisar,Ako ay nag kumpisal kahapon.,Nagkumpisal ko kahapon.,Nagkumpisarak dikalman.
Kumpiyansa,Sobrang pagtitiwala sa sarili.,Pasalik,Talek,Malaki ang kumpiyansa ko sa aking sarili.,Dako ya pasalik ko sa akon kaugalingon,Dakkel iti talek ko iti sarilik.
Kumpol,"Pumpon, langkay, piling, buwig.",Sipi,Bulig,Isang kumpol ng saging ang binili ko.,Isa ka sipi sang saging ang ginbakal ko.,Maysa nga bulig iti saba iti ginatang ko.
Kumpunihin,"Magkumpuni, kumumpuni.",Kaayuhan,"Tarimaanen, tarimaanem",Kumpunihin mo nga ung radyo namin,Kaayuhan mo ya amon radyo.,Tarimaanem man adiay radyo mi
Kuna,"Duyan, labangan, aluyan, kamita.",Duyan,Indayon,Umupo ka sa kuna.,Magpungko ka sa duyan.,Agtugaw ka iddiay indayon.
Kunat,Makunat.,Sarangmatiko,Kulbet,Ang kunat ng karne,Sarangmatiko ya karne.,Nagkulbet adiay karne
Kuneho,Isang uri ng hayop.,Kuneho,Koneho,May alaga akong kuneho.,May alaga ko nga kuneho.,Adda iti taraken ko nga koneho.
Kung,"Maging, kahit, maski.",Kung,Nu,Sasayaw ako kung ibibili mo ako ng bagong sapatos.,Magsaot ko kung baklan mo ko sang bag-o nga sapatos.,Agsala ak nu igatangan nak iti barbaro nga sapatos.
Kuwarta,"Kuwalta, pera, salapi.",Salapi,Kwarta,Marami siyang kuwarta.,Damo siya sang salapi.,Nagado iti kwarta na.
Kuwartahin,"Pera, salapi, perahin.",Kwatahon,Kwartaen,Kwartahin mo na lang ,Kwartahon mo nalang.,Kwartaem langinen
Kuweba,"Yungib, kaberna, lungga.",Lungib,Kweba,Maganda ang kuweba sa palawan,Kanami sang lungibvsa palawan.,Napintas adiay kweba iddiay palawan
Kuwelyo,Kuwelyo ng damit.,Kuwelyo,Kuelyo,Madumi ang kuwelyo niya,Higko sang kuwelyo nya.,Narugit adiay kuelyo na.
Kuwentahin,"Kalkulahin, magkuwenta.",Kwentahon,Kumpyuten,Kwentahin mo ang utang ko,Kwentahon mo ang  utang ko.,Kumpyutem adiay utang ko
Kuwento,"Salaysay, istorya, maikling katha, kathambuhay, nobela.",Estorya,Estorya,Ang galing kung mag kuwento.,Kanami sa akon mag estorya.,Naglaingak agestorya
Kuwero,"Katad, balat.",Panit,Kudil,Ang kinis ng kanyang kuwero.,Kakinis sang iya panit.,Nagkinis adiay kudil na.
Kuwintas,"Gargantilya, kwentas.",Kulintas,Kuentas,Ang ganda ng kuwintas mo.,Kanami sang kulinas mo.,Nagmayat ata kuentas mo.
Kuwitib,"Guyam, langgam.",Subay,Kanit,Ang laki ng kuwitib sa puno,Ka dagko sang subay sa puno.,Nagdakkil adiay kanit iddiay puon.
Kuwitis,isang uri ng paputok.,Palupok,Kwitis,Malakas ang kuwitis,Kusog ya palupok.,Napigsa adiay kwitis.
Kuyapit,"Pagbitaw, bitawan.",Buy-an,Ibbat,Nagkuyapit siya.,Ginuy-an niya.,Nagibbat isuna.
Kuyog,"Kasama, lipon, grupo o gang.",Upod,Kadwa,Kakuyog ko siya kahapon.,Ka upod ko sya kahapon.,Kadwak isuna dikalman.
Daambakal,"Riles, perokaril.",Riles,Riles,Marami ang nakatira sa gilid ng daambakal,Damo naka istar sa gilid sang riles.,Ado iti aggiyagiyan iddiay iged riles
Daan,"Lansangan, landas.",Dalan,Dalan,Dito ang daan.,Diri ang dalan.,Idtoy iti dalan
Daanan,Nangangahulugang daan.,alagyan,Dalan,Ayon ang daanan papunta sa bahay.,Amuto ang alagyan pakadto sa balay.,Adiay diay dalan paapan iddiay balay.
Dabog,"Padyak, tarang.",Dabog,Biragsot,Bawal magdabog,Bawal mag dabug.,Madi kayo agbiragsot
Daga,"Isang uri ng mammal na karaniwang kulay abuhin, peste.",Daga,Utot,Takot ako sa daga.,Hadluk ko sa daga.,Mabutingak iti utot
Dagat,Malawak na pook na tubig alat.,Dagat,Baybay,Ang lawak ng dagat.,Lapad ang dagat.,Naglawa iti baybay
Dagdag,"Karagdagan pagdami, habol, tawad, kapupunan.",Dagdag,Nayun,Dagdag presyo nananman ang bigas.,Dagdag presyo naman ya bugas.,Nagnayun da manin iti presyo iti bagas
Dagil,"Sabi, bundol, kiskis, pingki.",Hambal,arab,Dinagil niya ako,Gin hambal nya ko.,Inarab nak
Dagit,"Tangay, sambilat, sunggab.",Dagit,Sipdot,Dinagil  ako ng ibon,Gin dagit ko sa pispis.,Sinipdot nak adiay billit
Daglat,Pagpapaikli ng salita.,Paglip-ut,Linaktod,Daglatin ang mga salita,Paglip-ut sang mga hambal.,Linaktodin iti sao
Dagok,"Sapok, bigwas, buntal.",Welga,Danog,Dagukan kita diyan,E welga taka da.,Danugen ka dita
Dagsa,"Bugso, pananagana.",Dagsa,Ado,Dagsa nanaman ang nakawan.,Dagsa naman ya kawat.,Ado manin iti agtatakaw
Dagta,Luha ng kahoy.,Dagok,Tubbog,Maraming dagta ang kahoy,Damo dagok ya kahoy., Ado iti tubbog na adiay kayo
Dagundong,"Ugong, alingawngaw.",Huni,Uni,Malakas ang dagundong ng kulog,Kusog ya huni ka kilat.,Napigsa adiay uni iti gur-ruod
Dahan,"Hinay, kupad, tagal.",Hinay,Annad,Dahan lang,Hinay lang.,Annad lang
Dahan-dahan,"Marahan, mahinay, unti-unti.",Mainamdamon,Naannad,Dahan-dahan akong umalis sa klase.,Mainamdamon takon naghalin sa klase.,Inannadak nga rumwar iti klase
Dahas,"Kalupitan,gaslaw, karahasan.",Gamo,ranggas,Bawal gumamit ng dahas.,Bawal magamit sang gamo.,Madi kayo met naranggas
Dahil,"Sanhi, motibo, rason.",Kay,Gappo,Dahil sayo akoy matapang.,Kay sa imo ako maisug.,Gappo kanyam naungitatak
Dahilan,"Layon, pakay, nasa.",rason,Gappo,Ikaw ang dahilan ng lahat.,Ikaw ang rason sang tanan.,Sika iti gappo na amin
Dahon,"Ohas, pohas, pahina.",Dahon,Bulong,Nahulog ang mga dahon.,Nahulog ya mga dahon.,Natinnag adiay bulong
Dahop,"Hikahos, salat, kapos.",Imul,Rigat,Ngayon taon ang pinakadahop,Subong nga tuig ang pinaka imul.,Tatta nga tawen iti karigatan
Daigdig,"Mundo, sandaigdigan, sanlibutan.",Kalibutan,Lubong,Ang ganda ng daigdig.,Kanami sang kalibutan.,Nagmayat iti lubong
Daing,"Hinaing, hinagpis.",Kabudlay,Rigat,Naririnig ko ang daing ng mga tao,Nabatian ko ang kabudlay sang mga tao.,Mangmangngig ko iti rigat iti tattao
Dakdak,"Bugbog, hampas, palo.",Sumbag,Danog,Dakdakin kaya kita.,Sumbagon taka dira.,Danugen ka dita
Dakila,"Bunyi, tanyag, marangal.",Gamhanan,Nataning,Dakila ang aking inay.,Gamhanan ya akon nanay.,Nataning ni nanang ko
Dakip,"Hili, bihag.",Dakpon,Tiliw,Dakipin nila si pablo,Dakpon nanda si pablo.,Tiliwen da ni pablo
Dakma,"Hulihin, dakutin.",Hulihon.,Tiliw,Dakmain kita diyan,Hulihon taka da.,Tiliwen ka
Dakot,"Dakma, sunggab, dakot.",Magkapot,Pidot,Dakotinmo ang mga kalat,Magkapot ka sang mga kalat.,Pidotim dagita wara
Dakpin,"Sunggaban, dumakip.",Dakpon,Tiliwen,Dakpin ang may sala.,Dakpon ya may sala.,Tiliwem iti ada basol na
Dala,"Ilag, natuto na, walang paniwala, hindi maloloko.",Bitbit,Awit,Dala ko ang tagumpay.,Bitbit ko ya kadalag an.,Awit ko iti tagumpay
Dalaga,"Binibini, wala pang asawa.",Dalaga,Balasang,Dalaga kana pala ana.,Dalaga kana gali ana.,Balasang ka met gayamin ana
Dalahin,"Responsibilidad, pananagutan.",Palas-anon,Rebbingen,May dalahin ako,May palas-anon ako.,Adda ribrebbingek
Daldal,"Satsat, matabil, masalita.",Babaan,Tarabitab,Ang daldal ng batang ito.,Babaan ning bata nga ni.,Natarabitab atoy  nga  ubing
Dalubhasa,"Eksperto, sanay, batikan.",Pag-on,Sanay,Dalubhasa ako diyan,Pa-un takon dira.,Sanayak ditan
Daluhong,"Atake, lusob.",Atake,Atake,Daluhungan natin sila,Atake ta sa ila.,Atakihin tayo suda
Daluyan,"Agusan, agos.",Ilegan,Ayus,Mali ang daluyan ng tubig.,Mali ang ilegan sang tubig.,Mali iti ayus iti danom
Daluyong,"Alon, alimbukay.",Balud,Alon,Ayan na ang daluyong ng tubig,Amo na ang balud ka tubig.,Ayta iti alon iti danom
Dama,"Damdam, pakilasa, salat.",Batyag,Rikna,Dama ko ang kahirapan.,Batyag ko ya kaimulon.,Mariknak iti rigat
Damo,Mga damo.,Hilamon,Root,Ang daming damo sa labas.,Damo sang hilamon sa gawas.,Nagado iti root iddiay ruwar
Damot,"Karamutan, kakuriputan, kasakiman, kaimbutan.",Dalok,Imot,Ang damot mo,Dalok kaw.,Nagimot ka
Dampa,"Kubo, barung-barong, kubakob.",Payag,Kalkalapaw,Ang ganda ng dampa sa bahay,Kanami sang payag sa  balay.,Nagmayat adiay kalkalapaw iddiay balay
Dampi,"Dait, pagispis, diit, pahid.",Dikit,Dikket,Ang lamig ng dampi ng hangin.,Kalamig sang dikit sang hangin.,Naglammiis iti dekket iti angin
Danak,Bubo o tulo.,Lapaw,Nalabis,Nag danak ng dugo sa bayan.,Nag lapaw sang dugo sa banwa.,Naglabis iti dara adiay ile.
Dangal,"Puri, pagkamarangal.",Dungog,Dayaw,Maganda ang aking  dangal,manami ang akon dungog.,Napintas iti kodayaw
Dapyo,Halik ng hangin sa balat.,Pahidan,Sipat,Nararamdaman ko ang dapyo ng hangin.,nabatyagan ko ang pahidan sang hangin.,Mariritnak adiay sipat iti angen.
Darag,Pagdadabog.,Dabog,Dabog,Nagdarag siya kahapon.,Nagdabog sya sakon.,Nagdabog isuna dikalman.
Darang,"Litson, ihaw, dangdang, dagandang,",Ipainit,Pudot,Ang karne ay darang.,Ya karne ipainit.,Adiay karne kit napudot.
Darating,"Pagdating, dating.",Pagabot,Sumangpet,Darating siya mamaya.,Pagabot nya karon.,Sumangpet isuna damdama.
Dasal,"Dalangin, pangadyi, panalangin.",Ampo,Kararag,Kasama ka sa aking dasal.,Kaupod ka sa akon ampo.,Kadwa ka iddiay kararag ko
Datal,"Dating, dadating.",Abot,Sampet,Bukas ang pagdatal niya.,Bwas ang ag abot nya.,Nubigat iti sampet na.
Datapuwa,"Dapwa, ngunit, subali.",Bisan,Uray,"Mahl ko siya, datapuwa mahal niya ay iba.",Palangga ko sya bisan may palangga sya nga lain.,Ayayatek isuna uray sabali ayayaten na.
Dati,"Una, noong una.",Sato,Idi,Mahl ko siya dati.,Palangga ko sya sato.,Ayayatek isuna idi.
Dating,"Datal, pagdating.",Abot,Sangpet,Dumating sila kanina.,Nag abot sanda kaina.,Summangpet isuda tattay
Daungan,Lugar kung saan ang barko o yate ay humihinto.,Pantalan,Pier,Doon ang daungan.,Didito ang pantalan.,Idiay iti pier.
Daw,Ayon sa sinabi o narinig.,Daw,Kano,Uuwi daw siya bukas.,Mauli daw sya bwas.,Agawid kano isuna nubigat.
Dawag,"Tinik, yantok, siit, subyang.",Tinik,Siit,May dawag diyan sa dadaanan mo.,May tunok dira sa alagyan.,Adda siit idta pagnaam.
Daya,"Linlang, lalang, libang.",Daya,Kusit,May daya ung kalaro ko,May daya tung kahampang ko.,Adda kusit na adiay nakaay-ayam ko
Debate,"Pagtatalo, palitan ng katuwiran.",Maglalis,Supiat,Ang galing ko sa debate.,Ka pag un sakon maglalis.,Nalaingak nga agsupiat
Debu,Isang uri ng okasyon.,Debu,Debu,Malapit na ang aking debut.,Lapit na ya akon debu.,Asideg iti debukon.
Dekorasyon,"Dekor, adorno, gayak, palamuti.",Puni,Arkos,Ako ang naglagay ng dekorasyon,Ako ya nagbutang sang puni.,Siak iti nagkabil ti arkos
Delikadesa,Isang uri ng pagpapahalaga ng isang tao.,Mabatyag,Mapagrikna,Wala kang delikadesa.,Wala ka mabatyag.,Awan mapagriknam.
Demanda,"Habla, sakdal, akusasyon.",Panumbungan,Darum,Ako ang nag demanda sa kanya.,Ako ang nag panumbungan sa iya.,Siak iti nagdarum kanyam
Depekto,"Kapintasan, kasamaan, kapangitan.",Sayop,Pilaw,Marami siyang depekto,Damo sya sang sayop.,Ado iti pilaw na
Deposito,"Lagak., itago.",Deposito,Deposito,Na deposito ko na ang pera.,Na deposito ko na ya kwarta.,Nay deposit ko jay kwartan
Dibdib,Bahagi ng katawan sa ibaba ng mukha na tumatakip sa puso baga atbp.,Dughan,Barukong,Ang laki ng dibdib nya.,Kadako sang dughan nya.,Nagdakkel iti barukong na
Diko,Tawag sa pangalawang matandang kapatid na lalaki.,Manoy,Manong,Siya ang diko namin.,Sya ya amon manoy.,Isuna iti mnaong mi.
Diksiyunaryo,"Talahulugan, talasalitaan.",Diksiyonaryo,Diksiyonaryo,Ang diksiyunaryo ay nakakatulong.,Ya diksyonaryo makabulig sa aton.,Diksiyonaryo ki makasaranay
Dila,Sangkap sa bibig sa paglasa at pagsasalita.,Dila,Dila,Mahaba ang kanyang dila.,Malaba ya iya dila.,Atiddog iti dila na
Dilag,"Ganda, alindog, dikit.",Dalaga,Balasang,Siya ay babaeng dilag.,Sya ya babae nga dalaga.,Isuna ket balasang
Dilat,"Mulat, gising.",Bugtaw,mulagat,Dilat ang aking mga mata.,Bugtaw ya akon mga mata.,Nakamulagat atoy matak
Diperensya,"Sakit, sira, sakuna, dahilan, depekto.",Diperensiya,Gaddiat,May diperensya ako sa mata.,May diperensiya ko sa mata.,Ada gaddiat na atoy matak
Diposisyon,"Pag-aayos, mahusay, asal.",Paghuna-huna,Panagipati,Yan ang magandang disposisyon.,Amo na ang manami nga paghuna-hu a.,Ata iti mayat nga panagipati.
Disyerto,"Ilang, walang tao, walang nakatira.",Disyerto,Tikag,Walang pagkain sa disyerto.,Wala pagkaun sa disyerto.,Awan makan iddiay tikag.
Diwa,"Bait, isip, hagap, malay tao.",Espiritu,Espiritu,Wala siyang diwa,Wala sya espiritu.,Awan espirito na
Diwang,"Pistahan, handaan, kasayahan.",Magsaulog,rambak,Tayo na at mag diwang.,Dali na ka magsaulog.,Agrambak tayo
Diwata,"Musa, paraluman, lakambini.",Diwata,Diwata,Tunay ang mga diwata.,Tuod ya mga diwata.,Paypayso dagidiay diwata
Diyablo,Masamang tao.,Yawa,Sairo,Takot ako sa diyablo.,Hadlok ko sa mga yawa.,Mabutingak dagijay sairo
Diyata,Isang salita na ginagamit sa pagtatanong.,Matuod,Pudno,Diyata maganda ang araw mo,Matuod manami ang adlaw mo.,Pudno nga namayat iti aldwa mo
Diyes,"Sampu, sampa.",Napulo,Sangapulo,Diyes ang bayad niyan,Napulo ang bayad ira.,Sangapulo iti bayad na ata
Diyeta,Regular na pagkain.,Diyeta,Dieta,Gusto kong mag diyeta.,Gusto ko mag diyeta.,Kayat ko ag dieta
Doble,Dalawang magkasuson.,Doblehon,Sagdudwa,Doble ang aking panalo.,Doblehon ko akon daug.,Sagdudwa iti pangabak ko
Doktor,Manggagamot.,Doktor,Mangngagas,Peke ang aking doctor.,Peke ya akon doktor.,Peke adiay mangngagas
Dominante,"Dalubhasa, sanay.",Masupog,Nangnangruna,Mas dominante ang kulay pula sa dilaw.,Mas masupog ya kulay pula sa yellow.,Nangnangruna iti kulay nalabbaga ngim yilo
Dote,Bigay-kaya.,Dote,Sab-ong,Malaki ang binigay na dote,Dako ya hinatag nga dote.,Dakkel adiay inted da nga sab-ong
Drama,Isang uri ng dula.,Hampang,Drama,Pangit siyang mag drama.,Law ay sya mag hampang.,Nagalas ag drama.
Duda,Nag-aalinlangan o hindi surado.,Magpangduha-duha,Duadua,Bakit parang may duda sa iyong mga mata.,Nga a  may pagduha-duha sa imo mata.,Apay kasla agduadua ata kitam
Dugo,Bagay na dumadaloy sa ugat.,Dugo,Dara,Pula ang kulay ng dugo.,Pula ya kulay ka dugo.,Nalabbaga iti kulay iti dara
Dugtong,Dagdag hugpong.,Sugpon,Nagsilpuan,Mag kadugtong ang aming buhay,May sugpon ang amun kabuhi.,Nagsilpuan iti biyag mi
Duguan,"Marugo, dugo, madugong-madugo.",Duguan,Dara-dara,Duguan ang kanyang katawan.,Duguan ya iya lawas.,Dara-dara adiay bagi na
Duhat,Mangasul-ngasul na itim na kulay at kahugis ng ubas.,Lumboy,Lumboy,Maraming bunga ang puno ng duhat.,Damo bunga ya puno ka lumboy.,Ado bunga na adiay lumboy
Dulo,"Wakas, hanggan.",Katapusan,Pungto,Nasa dulo ng puno.,Sa katapusan sang puno.,Araddiay pungto iti kayo
Dulot,"Alay, handog.",Regalo,Intid,sana akoy magka diploma.,Sya ang regalo ka langit.,Inted isuna iti langit
Dumaan,"Daanan, lusutan, danan.",Agi,lummabas,Dumaan siya sa harap ko.,Nag-agi siya sa atubang ko,Lummabas isuna idtoy sangok.
Dumahak,"Lawin, iluwa.",Nagsuka,nagsarwa,Dumahak siya ng marami,Nagsuka sya sang damo.,Nagsarwa isuna iti nagado
Dumalaga,Babaeng nagdadalaga.,Dalaga,Bumalasitang,Dumalaga na ang aking anak,Dalaga na ya akon bata.,Bumalasitang atoy anak kon.
Dumalaw,Pagbisita sa isang tao o hayop.,Pagduaw,Summarungkar,Dumalaw ang ako sa kanya.,Pagduaw ko sa iya.,Summarungkarak kenyana.
Duwag,"Takot, mahina ang loob.",Matalaw,Takrut,Duwag ka talaga.,Matalaw kagid timo.,Takrut ka nga talaga.
Duwal,Pagpapalabas ng masamang kinain sa tiyan.,Suka,sarwa,Naduduwal nanaman siya.,Nagasuka duman sya.,Agsarsarwa man isunan.
Duwende,Lamang lupa.,Duwende,Duwende,Nakakita ako ng duwende.,Nakakita ko sang duwende.,Nakakita ak iti duwende.
Duwet,"Hamaka, higaang unggoy.",Duet,Duwa nga agkanta,Magduwet nga tayo.,Ma duet ta.,Dua ta man nga agkanta.
Duyan,Isang uri ng higaan na nakasabit gamit ang dalawang tali.,Tabyog,Indayon,Gusto kong magduyan.,Gusto ko mag tabyog.,Kayat ko agindayon.
Ebidensya,"Patotoo, patunay, patibay.",Ebidensya,Ebidensya,Hawak ko ang ebidensya.,Kapot ko ya ebidensya.,Iggem ko iti ebidensya.
Ebreo,Wikang semitiko na isinasalita sa Israel sa karamihan.,Ebreo,Ebreo,Ebreo ang tawag sa lenggwahe nila dati.,Ebreo ya tawag sa panghambal nila dati.,Ebreo iti tawag da iti sao da idi.
Ebolusyon,"Mahabang proseso ng pagbabago ng mga katangian ng tao, haypo at iba pa,",Ebulusyon,Ebulusion,Ebolusyon ng mga tao.,Ebulusyon sang mga tao.,Ebulusion iti mga tattao.
Edad,"Gulang, tanda, katandaan.",Edad,Tawen,Ang bata pa ng kanyang edad.,Ka bata pa ka iya nga edad.,Nagubing pay adiay tawen na.
Eden,"Paraiso, o isang magandang hardin.",Paraiso,Hardin,Sa eden nagmula si eba,Sa paraiso nag halin si eba.,Iddiay hardin naggappo ni eba
Edisyon,"Limbag, lathala, labas.",Edisyon,Edesion,May bagong edisyon inilabas,May bag o nga edisyon nga nag gwas.,Adda iti barbaro nga edision nga rumwar
Editor,Patnugot o tagasulat ng pangulong tudling.,Editor,Editor,Siya ang editor ng pilikula.,Sya ya editor ka palagwaun.,Isuna adiay editor iddiay pilikula
Edukado,May pinag-aralan o nakapag-aral.,Alam,Naadal,Edukado ang kagaya mo.,Alam ya parihas sa imo.,Naadal iti padam
Edukasyon,Pag-papanuto o pagtuturo.,Edukasyon,Edukasyon,Edukasyon para sa bayan.,Edukasyon para banwa.,Edukasyon para iti ile
Ehe,Baras na bakal na iniikutan ng gulong.,Ehe,Ehe,Ang baho ng ehe.,Ka baho sang ehe.,Nagbangsit adiay ehe
Ehersisyo,Pag-papanuto o pagpatuturo.,Pag-unat,Watwat,Mag ehersisyo tayo tuwing umaga,Mag pag-unat kita kada aga.,Agwat-wat tayo binigat
Ekinoksiyo,"Pagpa-palakas, dril, pagsasanay.",Ekinoksiyo,Panagpapigsa,Nag-ekinoksiyo silang lahat.,Nag-ekinoksiyo sanda tanan.,Nagpapigsa da amin.
Eklesiyastiko,Talambuhay ng mga bayani.,Eklesiyastiko,Eklisiyastiko,Nagbasa ako ng Eklisiyastiko.,Nagbasa ko sang Eklisiyastiko.,Nagbasa ak iti eklesiyastiko.
Eklipse,Nangyayari tuwing ang buwan ay direktang dumadaan sa likod ng mundo sa anino ng umbra nito.,Eklipse,Eklipse,May eklipse bukas,May eklipse bwas.,Adda eklipse nu bigat
Ekolohiya,Ay isang araling pangkapaligiran.,Ekolohiya,Ekolohiya,Pinag-aaralan namin ang ekolohiya.,Gina eskwelahan namon ang ekolohiya.,Pagadadalan mi adiay ekolohiya.
Eksakto,"Husto, lapat.",Husto,Sakto,Eksakto lang walang sobra.,Eksakto lang wala sang subra.,Sakto lang awan sobra na
Eksaltasyon,Pagkadama ng sobrang saya.,Lipay,Ragsak,Nakadama siya ng eksaltasyon.,Nakabatyag sya sang lipay.,Nakaritna isuna iti ragsak.
Eksema,Pamamaga at pangangati ng balat.,Katol katol,Gagatel,May eksema ang kasama ko,May katol katol ya upod ko.,Adda gagatel na adiay kadwak
Ekskursyon,Paggala kung saan saan.,Piknik,Aliwaksay,May eskursyon ang eskwelahan,May piknik ya eskwelahan.,Agaliwaksay iti eskwelaan
Eksportador,Tagaluwas ng mga kalakal.,Tagapadala,Eksporter,Eksportador ang kadalasan trabaho ko,Tagapadala kis a ya ubra ko.,Eksporter iti malimit nga trabahok
Eksportasyon,Nagbebenta o nagpapadala ng mga bagay sa ibang bansa.,Magpadala,Eksportasyon,Marami tayong ieksportasyon,Madamo kita sang inugpadala.,Ado iti ieksportasyon tayo
Ekstra,"Labis, dagdag.",Kapin,Sobra,Magdala kayo ng ekstra na damit.,Magdala kamo sang kapin nga bayo.,Agdala kayo iti sobra nga bado.
